"table_name","field_name","field_value","language","translation"
"stops","stop_name","向小串西","en","Mukaikogushi-nishi"
"stops","stop_name","向小串西","ja","向小串西"
"stops","stop_name","向小串西","ja-Hrkt","ムカイコグシニシ"
"stops","stop_name","和田","en","Wada"
"stops","stop_name","和田","ja","和田"
"stops","stop_name","和田","ja-Hrkt","ワダ"
"stops","stop_name","和田一丁目","en","Wada 1-chome"
"stops","stop_name","和田一丁目","ja","和田一丁目"
"stops","stop_name","和田一丁目","ja-Hrkt","ワダイッチョウメ"
"stops","stop_name","和田三丁目","en","Wada 3-chome"
"stops","stop_name","和田三丁目","ja","和田三丁目"
"stops","stop_name","和田三丁目","ja-Hrkt","ワダサンチョウメ"
"stops","stop_name","和田橋","en","Wadabashi"
"stops","stop_name","和田橋","ja","和田橋"
"stops","stop_name","和田橋","ja-Hrkt","ワダバシ"
"stops","stop_name","和田社宅前","en","Wada Shataku-mae"
"stops","stop_name","和田社宅前","ja","和田社宅前"
"stops","stop_name","和田社宅前","ja-Hrkt","ワダシャタクマエ"
"stops","stop_name","商工会館前","en","Shoko Kaikan-mae"
"stops","stop_name","商工会館前","ja","商工会館前"
"stops","stop_name","商工会館前","ja-Hrkt","ショウコウカイカンマエ"
"stops","stop_name","商工高校前","en","Shoko Koko-mae.（Shoko High School）"
"stops","stop_name","商工高校前","ja","商工高校前"
"stops","stop_name","商工高校前","ja-Hrkt","ショウコウコウコウマエ"
"stops","stop_name","問屋町","en","Toiyacho"
"stops","stop_name","問屋町","ja","問屋町"
"stops","stop_name","問屋町","ja-Hrkt","トイヤチョウ"
"stops","stop_name","問屋町入口","en","Tonyacho Iriguchi"
"stops","stop_name","問屋町入口","ja","問屋町入口"
"stops","stop_name","問屋町入口","ja-Hrkt","トンヤチョウイリグチ"
"stops","stop_name","問屋町東","en","Toiyacho-higashi"
"stops","stop_name","問屋町東","ja","問屋町東"
"stops","stop_name","問屋町東","ja-Hrkt","トイヤチョウヒガシ"
"stops","stop_name","善福寺前","en","Zempukuji-mae（Zempukuji Temple）"
"stops","stop_name","善福寺前","ja","善福寺前"
"stops","stop_name","善福寺前","ja-Hrkt","ゼンプクジマエ"
"stops","stop_name","嘉永橋","en","Kaeibashi"
"stops","stop_name","嘉永橋","ja","嘉永橋"
"stops","stop_name","嘉永橋","ja-Hrkt","カエイバシ"
"stops","stop_name","四井手","en","Shiide"
"stops","stop_name","四井手","ja","四井手"
"stops","stop_name","四井手","ja-Hrkt","シイデ"
"stops","stop_name","四十瀬球場前","en","Shijuse Kyujo-mae"
"stops","stop_name","四十瀬球場前","ja","四十瀬球場前"
"stops","stop_name","四十瀬球場前","ja-Hrkt","シジュウセキュウジョウマエ"
"stops","stop_name","四番用水","en","Yoban Yosui"
"stops","stop_name","四番用水","ja","四番用水"
"stops","stop_name","四番用水","ja-Hrkt","ヨバンヨウスイ"
"stops","stop_name","四ツ谷","en","Yotsuya"
"stops","stop_name","四ツ谷","ja","四ツ谷"
"stops","stop_name","四ツ谷","ja-Hrkt","ヨツヤ"
"stops","stop_name","四ツ谷北","en","Yotsuya-kita"
"stops","stop_name","四ツ谷北","ja","四ツ谷北"
"stops","stop_name","四ツ谷北","ja-Hrkt","ヨツヤキタ"
"stops","stop_name","四軒屋","en","Shiken-ya"
"stops","stop_name","四軒屋","ja","四軒屋"
"stops","stop_name","四軒屋","ja-Hrkt","シケンヤ"
"stops","stop_name","四軒屋住宅","en","Shiken-ya Jutaku"
"stops","stop_name","四軒屋住宅","ja","四軒屋住宅"
"stops","stop_name","四軒屋住宅","ja-Hrkt","シケンヤジュウタク"
"stops","stop_name","ダミー(回送用)","en","Dummy"
"stops","stop_name","ダミー(回送用)","ja","ダミー(回送用)"
"stops","stop_name","ダミー(回送用)","ja-Hrkt","ダミーカイソウヨウ"
"stops","stop_name","団地入口","en","Danchi Iriguchi"
"stops","stop_name","団地入口","ja","団地入口"
"stops","stop_name","団地入口","ja-Hrkt","ダンチイリグチ"
"stops","stop_name","国富","en","Kunitomi"
"stops","stop_name","国富","ja","国富"
"stops","stop_name","国富","ja-Hrkt","クニトミ"
"stops","stop_name","国富東","en","Kunitomi-higashi"
"stops","stop_name","国富東","ja","国富東"
"stops","stop_name","国富東","ja-Hrkt","クニトミヒガシ"
"stops","stop_name","国府市場西","en","Kokufuichiba-nishi"
"stops","stop_name","国府市場西","ja","国府市場西"
"stops","stop_name","国府市場西","ja-Hrkt","コクフイチバニシ"
"stops","stop_name","国清寺前","en","Kokuseiji-mae"
"stops","stop_name","国清寺前","ja","国清寺前"
"stops","stop_name","国清寺前","ja-Hrkt","コクセイジマエ"
"stops","stop_name","国立病院","en","Kokuritsu Byoin (National Hospital)"
"stops","stop_name","国立病院","ja","国立病院"
"stops","stop_name","国立病院","ja-Hrkt","コクリツビョウイン"
"stops","stop_name","国道フェリー","en","Kokudo-Ferry"
"stops","stop_name","国道フェリー","ja","国道フェリー"
"stops","stop_name","国道フェリー","ja-Hrkt","コクドウフェリー"
"stops","stop_name","オリーブ園入口","en","Olive-en Iriguchi"
"stops","stop_name","オリーブ園入口","ja","オリーブ園入口"
"stops","stop_name","オリーブ園入口","ja-Hrkt","オリーブエンイリグチ"
"stops","stop_name","ＲＳＫバラ園前","en","RSK Bara-en-mae"
"stops","stop_name","ＲＳＫバラ園前","ja","ＲＳＫバラ園前"
"stops","stop_name","ＲＳＫバラ園前","ja-Hrkt","アールエスケイバラエンマエ"
"stops","stop_name","バラ園南","en","Bara-en-minami"
"stops","stop_name","バラ園南","ja","バラ園南"
"stops","stop_name","バラ園南","ja-Hrkt","バラエンミナミ"
"stops","stop_name","ＲＳＫバラ園口","en","RSK Bara-en-guchi"
"stops","stop_name","ＲＳＫバラ園口","ja","ＲＳＫバラ園口"
"stops","stop_name","ＲＳＫバラ園口","ja-Hrkt","アールエスケイバラエングチ"
"stops","stop_name","土地改良区前","en","Tochikairyoku-mae"
"stops","stop_name","土地改良区前","ja","土地改良区前"
"stops","stop_name","土地改良区前","ja-Hrkt","トチカイリョウクマエ"
"stops","stop_name","坂田町","en","Sakatacho"
"stops","stop_name","坂田町","ja","坂田町"
"stops","stop_name","坂田町","ja-Hrkt","サカタチョウ"
"stops","stop_name","坂田町交差点","en","Sakatacho Kosaten"
"stops","stop_name","坂田町交差点","ja","坂田町交差点"
"stops","stop_name","坂田町交差点","ja-Hrkt","サカタチョウコウサテン"
"stops","stop_name","坂野記念館前","en","Sakano Kinenkan-mae"
"stops","stop_name","坂野記念館前","ja","坂野記念館前"
"stops","stop_name","坂野記念館前","ja-Hrkt","サカノキネンカンマエ"
"stops","stop_name","城下","en","Shiroshita"
"stops","stop_name","城下","ja","城下"
"stops","stop_name","城下","ja-Hrkt","シロシタ"
"stops","stop_name","堀南","en","Horinan"
"stops","stop_name","堀南","ja","堀南"
"stops","stop_name","堀南","ja-Hrkt","ホリナン"
"stops","stop_name","堀貫","en","Horinuki"
"stops","stop_name","堀貫","ja","堀貫"
"stops","stop_name","堀貫","ja-Hrkt","ホリヌキ"
"stops","stop_name","堀貫北","en","Horinuki-kita"
"stops","stop_name","堀貫北","ja","堀貫北"
"stops","stop_name","堀貫北","ja-Hrkt","ホリヌキキタ"
"stops","stop_name","堤下","en","Doteshita"
"stops","stop_name","堤下","ja","堤下"
"stops","stop_name","堤下","ja-Hrkt","ドテシタ"
"stops","stop_name","堤が丘","en","Tsutsumigaoka"
"stops","stop_name","堤が丘","ja","堤が丘"
"stops","stop_name","堤が丘","ja-Hrkt","ツツミガオカ"
"stops","stop_name","外野東","en","Sotono-higashi"
"stops","stop_name","外野東","ja","外野東"
"stops","stop_name","外野東","ja-Hrkt","ソトノヒガシ"
"stops","stop_name","夢二生家記念館前","en","Yamada Iriguchi/Yumeji Seika-mae"
"stops","stop_name","夢二生家記念館前","ja","夢二生家記念館前"
"stops","stop_name","夢二生家記念館前","ja-Hrkt","ユメジセイカキネンカンマエ"
"stops","stop_name","大井手","en","Oide"
"stops","stop_name","大井手","ja","大井手"
"stops","stop_name","大井手","ja-Hrkt","オオイデ"
"stops","stop_name","大供","en","Daiku"
"stops","stop_name","大供","ja","大供"
"stops","stop_name","大供","ja-Hrkt","ダイク"
"stops","stop_name","大供新屋敷","en","Daiku Shin-Yashiki"
"stops","stop_name","大供新屋敷","ja","大供新屋敷"
"stops","stop_name","大供新屋敷","ja-Hrkt","ダイクシンヤシキ"
"stops","stop_name","大元一丁目","en","Omoto 1-chome"
"stops","stop_name","大元一丁目","ja","大元一丁目"
"stops","stop_name","大元一丁目","ja-Hrkt","オオモトイッチョウメ"
"stops","stop_name","大元上町","en","Omoto-kamimachi"
"stops","stop_name","大元上町","ja","大元上町"
"stops","stop_name","大元上町","ja-Hrkt","オオモトカミマチ"
"stops","stop_name","大元小学校前","en","Omoto Shogakko-mae"
"stops","stop_name","大元小学校前","ja","大元小学校前"
"stops","stop_name","大元小学校前","ja-Hrkt","オオモトショウガッコウマエ"
"stops","stop_name","大元駅前","en","Omoto-Ekimae"
"stops","stop_name","大元駅前","ja","大元駅前"
"stops","stop_name","大元駅前","ja-Hrkt","オオモトエキマエ"
"stops","stop_name","大元駅法務局入口","en","Omoto Eki Homukyoku Iriguchi"
"stops","stop_name","大元駅法務局入口","ja","大元駅法務局入口"
"stops","stop_name","大元駅法務局入口","ja-Hrkt","オオモトエキホウムキョクイリグチ"
"stops","stop_name","大内","en","Ouchi"
"stops","stop_name","大内","ja","大内"
"stops","stop_name","大内","ja-Hrkt","オオウチ"
"stops","stop_name","大原美術館前","en","Ohara Bijutsukan-mae(Ohara Museum of Art)"
"stops","stop_name","大原美術館前","ja","大原美術館前"
"stops","stop_name","大原美術館前","ja-Hrkt","オオハラビジュツカンマエ"
"stops","stop_name","大和町","en","Yamatomachi"
"stops","stop_name","大和町","ja","大和町"
"stops","stop_name","大和町","ja-Hrkt","ヤマトマチ"
"stops","stop_name","大土井","en","Odoi"
"stops","stop_name","大土井","ja","大土井"
"stops","stop_name","大土井","ja-Hrkt","オオドイ"
"stops","stop_name","大土井西","en","Odoi-nishi"
"stops","stop_name","大土井西","ja","大土井西"
"stops","stop_name","大土井西","ja-Hrkt","オオドイニシ"
"stops","stop_name","大学病院","en","Daigaku Byoin (University Hospital insight)"
"stops","stop_name","大学病院","ja","大学病院"
"stops","stop_name","大学病院","ja-Hrkt","ダイガクビョウイン"
"stops","stop_name","大学病院入口","en","Daigaku Byoin-Iriguchi (University Hospital main gate)"
"stops","stop_name","大学病院入口","ja","大学病院入口"
"stops","stop_name","大学病院入口","ja-Hrkt","ダイガクビョウインイリグチ"
"stops","stop_name","大学病院筋","en","Daigaku Byoin-suji（Okayama University Hospital Avenue）"
"stops","stop_name","大学病院筋","ja","大学病院筋"
"stops","stop_name","大学病院筋","ja-Hrkt","ダイガクビョウインスジ"
"stops","stop_name","大安寺南町一丁目","en","Daianji-minamimachi 1-chome"
"stops","stop_name","大安寺南町一丁目","ja","大安寺南町一丁目"
"stops","stop_name","大安寺南町一丁目","ja-Hrkt","ダイアンジミナミマチイッチョウメ"
"stops","stop_name","大安寺南町二丁目","en","Daianji-minamimachi 2-chome"
"stops","stop_name","大安寺南町二丁目","ja","大安寺南町二丁目"
"stops","stop_name","大安寺南町二丁目","ja-Hrkt","ダイアンジミナミマチニチョウメ"
"stops","stop_name","大富","en","Odomi"
"stops","stop_name","大富","ja","大富"
"stops","stop_name","大富","ja-Hrkt","オオドミ"
"stops","stop_name","大富東","en","Odomi-higashi"
"stops","stop_name","大富東","ja","大富東"
"stops","stop_name","大富東","ja-Hrkt","オオドミヒガシ"
"stops","stop_name","大岩口","en","Oiwa-guchi"
"stops","stop_name","大岩口","ja","大岩口"
"stops","stop_name","大岩口","ja-Hrkt","オオイワグチ"
"stops","stop_name","大建前","en","Daiken-mae"
"stops","stop_name","大建前","ja","大建前"
"stops","stop_name","大建前","ja-Hrkt","ダイケンマエ"
"stops","stop_name","大東","en","Ohigashi"
"stops","stop_name","大東","ja","大東"
"stops","stop_name","大東","ja-Hrkt","オオヒガシ"
"stops","stop_name","大橋（円張線）","en","Ohashi(Enbari-Line)"
"stops","stop_name","大橋（円張線）","ja","大橋（円張線）"
"stops","stop_name","大橋（円張線）","ja-Hrkt","オオハシエンバリセン"
"stops","stop_name","大江","en","Oe"
"stops","stop_name","大江","ja","大江"
"stops","stop_name","大江","ja-Hrkt","オオエ"
"stops","stop_name","大池","en","Oike"
"stops","stop_name","大池","ja","大池"
"stops","stop_name","大池","ja-Hrkt","オオイケ"
"stops","stop_name","大池南","en","Oike-minami"
"stops","stop_name","大池南","ja","大池南"
"stops","stop_name","大池南","ja-Hrkt","オオイケミナミ"
"stops","stop_name","大王寺東","en","Daoji-higashi"
"stops","stop_name","大王寺東","ja","大王寺東"
"stops","stop_name","大王寺東","ja-Hrkt","ダオウジヒガシ"
"stops","stop_name","大王寺西","en","Daoji-nishi"
"stops","stop_name","大王寺西","ja","大王寺西"
"stops","stop_name","大王寺西","ja-Hrkt","ダオウジニシ"
"stops","stop_name","大福","en","Ofuku"
"stops","stop_name","大福","ja","大福"
"stops","stop_name","大福","ja-Hrkt","オオフク"
"stops","stop_name","大福中","en","Ofuku-naka"
"stops","stop_name","大福中","ja","大福中"
"stops","stop_name","大福中","ja-Hrkt","オオフクナカ"
"stops","stop_name","大窪","en","Okubo"
"stops","stop_name","大窪","ja","大窪"
"stops","stop_name","大窪","ja-Hrkt","オオクボ"
"stops","stop_name","大窪西","en","Okubo-nishi"
"stops","stop_name","大窪西","ja","大窪西"
"stops","stop_name","大窪西","ja-Hrkt","オオクボニシ"
"stops","stop_name","大藪","en","Oyabu"
"stops","stop_name","大藪","ja","大藪"
"stops","stop_name","大藪","ja-Hrkt","オオヤブ"
"stops","stop_name","大西","en","Onishi"
"stops","stop_name","大西","ja","大西"
"stops","stop_name","大西","ja-Hrkt","オオニシ"
"stops","stop_name","大角橋","en","Osumibashi"
"stops","stop_name","大角橋","ja","大角橋"
"stops","stop_name","大角橋","ja-Hrkt","オオスミバシ"
"stops","stop_name","大野辻","en","Onotsuji"
"stops","stop_name","大野辻","ja","大野辻"
"stops","stop_name","大野辻","ja-Hrkt","オオノツジ"
"stops","stop_name","大野辻南","en","Onotsuji-minami"
"stops","stop_name","大野辻南","ja","大野辻南"
"stops","stop_name","大野辻南","ja-Hrkt","オオノツジミナミ"
"stops","stop_name","大雲寺前","en","Daiunji-mae"
"stops","stop_name","大雲寺前","ja","大雲寺前"
"stops","stop_name","大雲寺前","ja-Hrkt","ダイウンジマエ"
"stops","stop_name","大高小学校前","en","Otaka Shogakko-mae"
"stops","stop_name","大高小学校前","ja","大高小学校前"
"stops","stop_name","大高小学校前","ja-Hrkt","オオタカショウガッコウマエ"
"stops","stop_name","天満屋","en","Tenmaya"
"stops","stop_name","天満屋","ja","天満屋"
"stops","stop_name","天満屋","ja-Hrkt","テンマヤ"
"stops","stop_name","天王谷川公園","en","Tennodanigawa Koen"
"stops","stop_name","天王谷川公園","ja","天王谷川公園"
"stops","stop_name","天王谷川公園","ja-Hrkt","テンノウダニガワコウエン"
"stops","stop_name","天理教前（白髭宮入口）","en","Tenrikyo-mae (Shirahige-gu Iriguchi)"
"stops","stop_name","天理教前（白髭宮入口）","ja","天理教前（白髭宮入口）"
"stops","stop_name","天理教前（白髭宮入口）","ja-Hrkt","テンリキョウマエシラヒゲグウイリグチ"
"stops","stop_name","天神町","en","Tenjin-cho"
"stops","stop_name","天神町","ja","天神町"
"stops","stop_name","天神町","ja-Hrkt","テンジンチョウ"
"stops","stop_name","天馬町","en","Tenmacho"
"stops","stop_name","天馬町","ja","天馬町"
"stops","stop_name","天馬町","ja-Hrkt","テンマチョウ"
"stops","stop_name","太刀洗口","en","Tachiarai-guchi"
"stops","stop_name","太刀洗口","ja","太刀洗口"
"stops","stop_name","太刀洗口","ja-Hrkt","タチアライグチ"
"stops","stop_name","太刀洗東","en","Tachiarai-higashi"
"stops","stop_name","太刀洗東","ja","太刀洗東"
"stops","stop_name","太刀洗東","ja-Hrkt","タチアライヒガシ"
"stops","stop_name","太田","en","Ota"
"stops","stop_name","太田","ja","太田"
"stops","stop_name","太田","ja-Hrkt","オオタ"
"stops","stop_name","奉還町","en","Hokancho"
"stops","stop_name","奉還町","ja","奉還町"
"stops","stop_name","奉還町","ja-Hrkt","ホウカンチョウ"
"stops","stop_name","奥の森","en","Okunomori"
"stops","stop_name","奥の森","ja","奥の森"
"stops","stop_name","奥の森","ja-Hrkt","オクノモリ"
"stops","stop_name","奥浦","en","Okura"
"stops","stop_name","奥浦","ja","奥浦"
"stops","stop_name","奥浦","ja-Hrkt","オクラ"
"stops","stop_name","奥浦下","en","Okura-shimo"
"stops","stop_name","奥浦下","ja","奥浦下"
"stops","stop_name","奥浦下","ja-Hrkt","オクラシモ"
"stops","stop_name","奥玉","en","Okutama"
"stops","stop_name","奥玉","ja","奥玉"
"stops","stop_name","奥玉","ja-Hrkt","オクタマ"
"stops","stop_name","奥の谷","en","Okunotani"
"stops","stop_name","奥の谷","ja","奥の谷"
"stops","stop_name","奥の谷","ja-Hrkt","オクノタニ"
"stops","stop_name","奥の谷中","en","Okunotani-naka"
"stops","stop_name","奥の谷中","ja","奥の谷中"
"stops","stop_name","奥の谷中","ja-Hrkt","オクノタニナカ"
"stops","stop_name","奥谷入口","en","Okutani Iriguchi"
"stops","stop_name","奥谷入口","ja","奥谷入口"
"stops","stop_name","奥谷入口","ja-Hrkt","オクタニイリグチ"
"stops","stop_name","妙善寺","en","Myozenji"
"stops","stop_name","妙善寺","ja","妙善寺"
"stops","stop_name","妙善寺","ja-Hrkt","ミョウゼンジ"
"stops","stop_name","妹尾駅","en","Senoo Sta."
"stops","stop_name","妹尾駅","ja","妹尾駅"
"stops","stop_name","妹尾駅","ja-Hrkt","セノオエキ"
"stops","stop_name","子父雁入口","en","Kobukari Iriguchi"
"stops","stop_name","子父雁入口","ja","子父雁入口"
"stops","stop_name","子父雁入口","ja-Hrkt","コブカリイリグチ"
"stops","stop_name","学南町","en","Gakunancho"
"stops","stop_name","学南町","ja","学南町"
"stops","stop_name","学南町","ja-Hrkt","ガクナンチョウ"
"stops","stop_name","宇藤木橋","en","Utogibashi"
"stops","stop_name","宇藤木橋","ja","宇藤木橋"
"stops","stop_name","宇藤木橋","ja-Hrkt","ウトウギバシ"
"stops","stop_name","宇野三丁目","en","Uno 3-chome"
"stops","stop_name","宇野三丁目","ja","宇野三丁目"
"stops","stop_name","宇野三丁目","ja-Hrkt","ウノサンチョウメ"
"stops","stop_name","宇野団地入口","en","Uno-Danchi Iriguchi"
"stops","stop_name","宇野団地入口","ja","宇野団地入口"
"stops","stop_name","宇野団地入口","ja-Hrkt","ウノダンチイリグチ"
"stops","stop_name","宇野港（直島）","en","Uno Port"
"stops","stop_name","宇野港（直島）","ja","宇野港（直島）"
"stops","stop_name","宇野港（直島）","ja-Hrkt","ウノコウナオシマ"
"stops","stop_name","宇野駅","en","Uno Sta."
"stops","stop_name","宇野駅","ja","宇野駅"
"stops","stop_name","宇野駅","ja-Hrkt","ウノエキ"
"stops","stop_name","宗忠神社","en","Munetada Jinja"
"stops","stop_name","宗忠神社","ja","宗忠神社"
"stops","stop_name","宗忠神社","ja-Hrkt","ムネタダジンジャ"
"stops","stop_name","宝伝港","en","Hoden Port"
"stops","stop_name","宝伝港","ja","宝伝港"
"stops","stop_name","宝伝港","ja-Hrkt","ホウデンコウ"
"stops","stop_name","宝光寺下","en","Hokoji-shita"
"stops","stop_name","宝光寺下","ja","宝光寺下"
"stops","stop_name","宝光寺下","ja-Hrkt","ホウコウジシタ"
"stops","stop_name","宝島寺","en","Hotoji（Hotoji Temple）"
"stops","stop_name","宝島寺","ja","宝島寺"
"stops","stop_name","宝島寺","ja-Hrkt","ホウトウジ"
"stops","stop_name","宮浦","en","Miyaura"
"stops","stop_name","宮浦","ja","宮浦"
"stops","stop_name","宮浦","ja-Hrkt","ミヤウラ"
"stops","stop_name","宮浦東","en","Miyaura-higashi"
"stops","stop_name","宮浦東","ja","宮浦東"
"stops","stop_name","宮浦東","ja-Hrkt","ミヤウラヒガシ"
"stops","stop_name","宮道","en","Miyamichi"
"stops","stop_name","宮道","ja","宮道"
"stops","stop_name","宮道","ja-Hrkt","ミヤミチ"
"stops","stop_name","宮道東","en","Miyamichi-higashi"
"stops","stop_name","宮道東","ja","宮道東"
"stops","stop_name","宮道東","ja-Hrkt","ミヤミチヒガシ"
"stops","stop_name","宿毛","en","Shukumo"
"stops","stop_name","宿毛","ja","宿毛"
"stops","stop_name","宿毛","ja-Hrkt","シュクモ"
"stops","stop_name","宿毛東","en","Shukumo-higashi"
"stops","stop_name","宿毛東","ja","宿毛東"
"stops","stop_name","宿毛東","ja-Hrkt","シュクモヒガシ"
"stops","stop_name","富田","en","Tomita"
"stops","stop_name","富田","ja","富田"
"stops","stop_name","富田","ja-Hrkt","トミタ"
"stops","stop_name","寺前","en","Teramae"
"stops","stop_name","寺前","ja","寺前"
"stops","stop_name","寺前","ja-Hrkt","テラマエ"
"stops","stop_name","射越","en","Ikoshi"
"stops","stop_name","射越","ja","射越"
"stops","stop_name","射越","ja-Hrkt","イコシ"
"stops","stop_name","小串","en","Kogushi"
"stops","stop_name","小串","ja","小串"
"stops","stop_name","小串","ja-Hrkt","コグシ"
"stops","stop_name","小串東","en","Kogushi-higashi"
"stops","stop_name","小串東","ja","小串東"
"stops","stop_name","小串東","ja-Hrkt","コグシヒガシ"
"stops","stop_name","小串西","en","Kogushi-nishi"
"stops","stop_name","小串西","ja","小串西"
"stops","stop_name","小串西","ja-Hrkt","コグシニシ"
"stops","stop_name","小幸田口","en","Kokoda-guchi"
"stops","stop_name","小幸田口","ja","小幸田口"
"stops","stop_name","小幸田口","ja-Hrkt","ココウダグチ"
"stops","stop_name","小林口","en","Obayashi-guchi"
"stops","stop_name","小林口","ja","小林口"
"stops","stop_name","小林口","ja-Hrkt","オバヤシグチ"
"stops","stop_name","小橋","en","Kobashi"
"stops","stop_name","小橋","ja","小橋"
"stops","stop_name","小橋","ja-Hrkt","コバシ"
"stops","stop_name","小津","en","Ozu"
"stops","stop_name","小津","ja","小津"
"stops","stop_name","小津","ja-Hrkt","オヅ"
"stops","stop_name","小溝・倉敷中央高校入口","en","Komizo/Kurashiki Chuo Koko Iriguchi"
"stops","stop_name","小溝・倉敷中央高校入口","ja","小溝・倉敷中央高校入口"
"stops","stop_name","小溝・倉敷中央高校入口","ja-Hrkt","コミゾクラシキチュウオウコウコウイリグチ"
"stops","stop_name","尻海","en","Shirimi"
"stops","stop_name","尻海","ja","尻海"
"stops","stop_name","尻海","ja-Hrkt","シリミ"
"stops","stop_name","尻海入口","en","Shirimi Iriguchi"
"stops","stop_name","尻海入口","ja","尻海入口"
"stops","stop_name","尻海入口","ja-Hrkt","シリミイリグチ"
"stops","stop_name","尾上しも","en","Onoue shimo"
"stops","stop_name","尾上しも","ja","尾上しも"
"stops","stop_name","尾上しも","ja-Hrkt","オノウエシモ"
"stops","stop_name","尾上南","en","Onoue-minami"
"stops","stop_name","尾上南","ja","尾上南"
"stops","stop_name","尾上南","ja-Hrkt","オノウエミナミ"
"stops","stop_name","尾坂前","en","Osakamae"
"stops","stop_name","尾坂前","ja","尾坂前"
"stops","stop_name","尾坂前","ja-Hrkt","オサカマエ"
"stops","stop_name","尾張","en","Owari"
"stops","stop_name","尾張","ja","尾張"
"stops","stop_name","尾張","ja-Hrkt","オワリ"
"stops","stop_name","山南中学校前","en","Sannan Chugakko-mae（Sannan Junior High School）"
"stops","stop_name","山南中学校前","ja","山南中学校前"
"stops","stop_name","山南中学校前","ja-Hrkt","サンナンチュウガッコウマエ"
"stops","stop_name","山田","en","Yamada"
"stops","stop_name","山田","ja","山田"
"stops","stop_name","山田","ja-Hrkt","ヤマダ"
"stops","stop_name","山田南","en","Yamada-minami"
"stops","stop_name","山田南","ja","山田南"
"stops","stop_name","山田南","ja-Hrkt","ヤマダミナミ"
"stops","stop_name","山陽学園中学・高校前","en","Sanyo Gakuen Chugaku/Koko-mae（Sanyo Gakuen JHS&SHS）"
"stops","stop_name","山陽学園中学・高校前","ja","山陽学園中学・高校前"
"stops","stop_name","山陽学園中学・高校前","ja-Hrkt","サンヨウガクエンチュウガクコウコウマエ"
"stops","stop_name","山陽学園大学","en","Sanyo Gakuen Daigaku (Sanyo Gakuen University)"
"stops","stop_name","山陽学園大学","ja","山陽学園大学"
"stops","stop_name","山陽学園大学","ja-Hrkt","サンヨウガクエンダイガク"
"stops","stop_name","山陽学園大学・短大前","en","Sanyo Gakuen Daigaku / Tandai-mae(Sanyo Gakuen Univ. / Junior College main gate)"
"stops","stop_name","山陽学園大学・短大前","ja","山陽学園大学・短大前"
"stops","stop_name","山陽学園大学・短大前","ja-Hrkt","サンヨウガクエンダイガク・タンダイマエ"
"stops","stop_name","山陽新聞社前・杜の街入口","en","Sanyo Shimbunsha-mae, Morinomachi iriguchi"
"stops","stop_name","山陽新聞社前・杜の街入口","ja","山陽新聞社前・杜の街入口"
"stops","stop_name","山陽新聞社前・杜の街入口","ja-Hrkt","サンヨウシンブンシャマエモリノマチイリグチ"
"stops","stop_name","岡ビル前","en","Oka Biru-mae"
"stops","stop_name","岡ビル前","ja","岡ビル前"
"stops","stop_name","岡ビル前","ja-Hrkt","オカビルマエ"
"stops","stop_name","岡南営業所","en","Konan Eigyosho"
"stops","stop_name","岡南営業所","ja","岡南営業所"
"stops","stop_name","岡南営業所","ja-Hrkt","コウナンエイギョウショ"
"stops","stop_name","岡南小学校前","en","Konan Shogakko-mae（Konan Elementary School）"
"stops","stop_name","岡南小学校前","ja","岡南小学校前"
"stops","stop_name","岡南小学校前","ja-Hrkt","コウナンショウガッコウマエ"
"stops","stop_name","岡南産婦人科入口","en","Konan Sanfujinka Iriguchi"
"stops","stop_name","岡南産婦人科入口","ja","岡南産婦人科入口"
"stops","stop_name","岡南産婦人科入口","ja-Hrkt","コウナンサンフジンカイリグチ"
"stops","stop_name","エブリイ岡南築港店前","en","Every-konanchikkoten"
"stops","stop_name","エブリイ岡南築港店前","ja","エブリイ岡南築港店前"
"stops","stop_name","エブリイ岡南築港店前","ja-Hrkt","エブリイコウナンチッコウテンマエ"
"stops","stop_name","岡南飛行場","en","Konan Airfield"
"stops","stop_name","岡南飛行場","ja","岡南飛行場"
"stops","stop_name","岡南飛行場","ja-Hrkt","コウナンヒコウジョウ"
"stops","stop_name","岡大入口","en","Okadai Iriguchi"
"stops","stop_name","岡大入口","ja","岡大入口"
"stops","stop_name","岡大入口","ja-Hrkt","オカダイイリグチ"
"stops","stop_name","岡大北口","en","Okadai Kitaguchi"
"stops","stop_name","岡大北口","ja","岡大北口"
"stops","stop_name","岡大北口","ja-Hrkt","オカダイキタグチ"
"stops","stop_name","岡大東門","en","Okadai higashi-mon (Okayama University east gate)"
"stops","stop_name","岡大東門","ja","岡大東門"
"stops","stop_name","岡大東門","ja-Hrkt","オカダイヒガシモン"
"stops","stop_name","岡大西門","en","Okadai nishi-mon (Okayama University west gate)"
"stops","stop_name","岡大西門","ja","岡大西門"
"stops","stop_name","岡大西門","ja-Hrkt","オカダイニシモン"
"stops","stop_name","岡山ふれあいセンター","en","Okayama Fueai Center"
"stops","stop_name","岡山ふれあいセンター","ja","岡山ふれあいセンター"
"stops","stop_name","岡山ふれあいセンター","ja-Hrkt","オカヤマフレアイセンター"
"stops","stop_name","岡山中央病院前","en","Okayama Chuo Byoin-mae (Okayama Chuo Hospital main gate)"
"stops","stop_name","岡山中央病院前","ja","岡山中央病院前"
"stops","stop_name","岡山中央病院前","ja-Hrkt","オカヤマチュウオウビョウインマエ"
"stops","stop_name","ポリテクセンター岡山入口","en","Polytech Center Okayama Iriguchi"
